date,open,high,low,close,Ağırlıklı Ortalama,Miktar,volume,sma_5,sma_10,sma_20,sma_21,sma_30,sma_50,sma_100,sma_200,ema_5,ema_8,ema_10,ema_13,ema_20,ema_21,ema_30,ema_50,ema_100,ema_200,hma_9,rsi_14,rsi_7,mfi_14,cci_20,atr_14,momentum_10,ADX_14,DMP_14,DMN_14,adx_14,positivedirectionalindicator_14,negativedirectionalindicator_14,AROOND_14,AROONU_14,AROONOSC_14,aroonu_14,aroond_14,STOCHk_14_3_3,STOCHd_14_3_3,stoch_k,stoch_d,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,stochrsi_k,stochrsi_d,williamspercentr_14,cmf_20,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,BBM_20_2,bbm_20_2,bbu_20_2,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,macd_line,macd_signal,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,psar,vwap,vwma_20,dcm_20_20,relative_volume,ichimoku_conversionline,ichimoku_baseline,ichimoku_leadingspana,ichimoku_leadingspanb,ichimoku_leadingspana_lead26,ichimoku_leadingspanb_lead26,ichimoku_laggingspan,ITS_9,IKS_26,ISA_9,ISB_26,change_1w_percent
2023-05-18,42.96,45.22,42.96,42.96,43.88,85825000,3765571875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0,,,,,,,,,,,,42.58,,,,,
2023-05-22,42.96,43.74,42.8,42.8,43.05,32345270,1392463873.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,,0.02,1,42.8,,,,,,,,,,,42.9,,,,,
2023-05-23,43.0,43.44,42.8,42.82,42.92,23073590,990203114.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.74,0.02,1,43.74,,,,,,,,,,,43.08,,,,,
2023-05-24,42.86,43.22,42.8,42.82,42.91,19983140,857496520.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.74,0.02,0,43.74,,,,,,,,,,,43.44,,,,,
2023-05-25,42.88,45.48,42.8,43.54,43.63,28804090,1256837663.06,42.988,,,,,,,,42.98799999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,,0.02,1,42.8,,,,,,,,,,,43.44,,,,,
2023-05-26,43.54,43.58,42.94,42.96,43.14,11369040,490403540.4,42.988,,,,,,,,42.97866666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,,0.02,0,42.8,,,,,,,,,,,44.72,,,,,0.0
2023-05-29,43.1,44.38,43.04,43.46,43.72,20683120,904224640.16,43.120000000000005,,,,,,,,43.13911111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,,0.02,0,42.8,,,,,,,,,,,47.2,,,,,1.5420560747663625
2023-05-30,43.58,43.88,43.14,43.2,43.31,13395430,580156073.3,43.196000000000005,,,,,,,,43.159407407407414,43.06999999999999,,,,,,,,,,,54.31684010087473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8536,,0.02,0,42.8536,,,,,,,,,,,51.9,,,,,0.8874357776739838
2023-05-31,43.24,46.24,43.1,44.72,44.61,38270770,1707259049.7,43.576,,,,,,,,43.67960493827161,43.43666666666666,,,,,,,,,,,78.04504292581726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.906128,,0.04,0,42.906128,,,,,44.519999999999996,,,,,,51.75,44.519999999999996,,,,4.437178888369919
2023-06-01,44.98,46.7,44.8,45.9,45.94,16856780,774383616.42,44.048,43.518,,,,,,,44.41973662551441,43.98407407407407,43.517999999999994,,,,,,,,,,85.06901061708336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.03948288,,0.06,0,43.03948288,,,,,44.75,,,,,,51.0,44.75,,,,5.420303169499308
